a#amolgado	amolgado	a	02413221
a#amorfo	amorfo	a	02151837
a#amoroso	amoroso	a	01463965 01465214
a#amorável	amorável	a	01459422
a#ampla	ampla	a	02560548
a#amplo	amplo	a	01386883 00475996 01387319 00525453 00526062 00476249
a#amável	amável	a	01134232 01075178 01133876
a#amórfico	amórfico	a	02151837
a#anabólico	anabólico	a	02619404 00107648
a#anacrônico	anacrônico	a	02379925
a#anaeróbico	anaeróbico	a	00069060
a#anafilático	anafilático	a	03140875
a#anal	anal	a	00109966 02620436
a#analfabeto	analfabeto	a	00830981
a#analgésico	analgésico	a	01341490
a#analisado	analisado	a	00416765
a#analítico	analítico	a	00111415 02620550 00110853 00112231
a#analógico	analógico	a	01419462 00110497
a#anarquista	anarquista	a	02621348
a#anatomico	anatomico	a	02897524
a#anatómico	anatómico	a	02897524
a#anatômico	anatômico	a	02897524
a#ancião	ancião	a	02100031
a#andaluz	andaluz	a	02621799
a#andino	andino	a	03025853
a#androgenético	androgenético	a	02621901
a#androgênico	androgênico	a	02622093
a#anedótico	anedótico	a	03044331 00495916
a#anencefálico	anencefálico	a	02622678
a#anestésico	anestésico	a	03041491
a#aneuplóide	aneuplóide	a	03005728
a#anexado	anexado	a	00122844
a#anfotérico	anfotérico	a	00026515
a#anfíbio	anfíbio	a	02831979 00125319
a#angelical	angelical	a	01459949 02870663 01130261
a#anglicano	anglicano	a	02954459
a#anglo-saxão	anglo-saxão	a	03114843
a#angolano	angolano	a	03042812
a#angolense	angolense	a	03042812
a#angulado	angulado	a	02047807
a#angular	angular	a	02047807 02930616
a#anguloso	anguloso	a	02240006
a#angustiante	angustiante	a	00197447
a#angélico	angélico	a	01459949 02870663 01130261
a#anictérico	anictérico	a	01171955
a#anidro	anidro	a	02555550
a#animado	animado	a	00061262
a#animal	animal	a	01263445 01802774
a#animoso	animoso	a	00263840
a#aniônico	aniônico	a	02930255
a#annullavel	annullavel	a	02288022
a#anormal	anormal	a	01595596
a#anoréxico	anoréxico	a	00988797
a#ansiosa	ansiosa	a	00811248
a#ansioso	ansioso	a	00811248
a#antecipado	antecipado	a	00929815
a#antediluviano	antediluviano	a	02846743 01639230
a#antepenúltimo	antepenúltimo	a	01015940
a#anterior	anterior	a	01729819 00122128 00814611
a#anti-econômico	anti-econômico	a	00841159
